HA_segID,RBS_23SLN,RBS_26SLN,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,multi_23,multi_26
EPI1095735,-38.02657923,-39.27642432,-31.2561,-22.10416,-37.19861,-31.91609,1188.562563,868.1723674
EPI1944216,-38.02739794,-41.90209731,-28.22829,-10.20871,-28.94384,-29.13134,1073.448417,427.7663598
EPI1860063,-38.02739794,-41.90209731,-28.26659,-10.1901,-29.07682,-29.24278,1074.904866,426.9865618
EPI1377620,-38.02961539,-40.80511239,-20.03771,-28.44963,-32.84992,-32.97511,762.0264046,1160.89035
EPI2972949,-38.03504777,-41.63481669,-37.03265,-23.31194,-25.02071,-26.22543,1408.538612,970.5883486
EPI2263554,-38.04402262,-41.50630548,-33.951,-23.41949,-42.10789,-40.45993,1291.632612,972.0565061
EPI2506410,-38.04412787,-41.03555265,-34.31232,-23.79724,-38.90868,-35.2222,1305.38229,976.5328949
CY098688,-38.04860266,-40.06807355,-20.06016,-28.40387,-32.71812,-33.65936,763.2610571,1138.088352
EPI1850136,-38.05158546,-41.40761281,-28.22987,-10.21007,-28.931,-29.13226,1074.191311,422.7746253
EPI3139949,-38.0536109,-41.29206225,-34.57634,-24.09466,-12.77977,-11.32853,1315.754589,994.9182006
EPI3208235,-38.05453967,-41.54972315,-34.0891,-27.11182,-40.48031,-42.16814,1297.245008,1126.488615
EPI3260220,-38.05453967,-41.54972315,-34.11431,-23.68078,-42.16746,-40.48997,1298.204363,983.929853
EPI1961985,-38.05781216,-41.4198343,-34.48865,-23.95083,-42.61316,-40.93686,1312.562563,992.0394099
EPI1820684,-38.06111917,-42.54993675,-21.53271,-26.8402,-45.85738,-46.26496,819.5590414,1142.048812
EPI164205,-38.0612403,-40.44293937,-31.41376,-22.33659,-36.95865,-31.46596,1195.646668,903.3573551
EPI2509907,-38.06618309,-41.40248023,-34.26194,-23.93269,-42.60737,-40.93227,1304.221281,990.8727246
EPI1701675,-38.06690888,-41.67039271,-28.276089,-8.644842,-28.919347,-29.105455,1076.383303,360.2339611
EPI1701733,-38.06690888,-41.67039271,-28.237287,-8.643894,-28.936726,-29.142039,1074.906231,360.1944575
EPI2259319,-38.07048261,-41.49923953,-33.80938,-26.96772,-40.53687,-42.17124,1287.139413,1119.139872
EPI1184995,-38.07185919,-41.65918177,-28.239534,-8.582306,-28.936126,-29.141924,1075.131562,357.5318457
EPI2219583,-38.073312,-41.42357707,-34.35164,-23.98231,-42.59589,-40.90396,1307.880707,993.4330666
EF061116,-38.07494329,-40.73791064,-20.22809,-28.56762,-33.04743,-33.23772,770.1833796,1163.785151
EF535818,-38.07494329,-40.73791064,-20.22809,-28.56762,-33.04743,-33.23772,770.1833796,1163.785151
EPI287579,-38.07640648,-40.34711748,-31.66094,-22.52766,-37.41476,-32.06361,1205.534821,908.9261446
EPI2870162,-38.07678093,-41.54044563,-34.54218,-27.83043,-42.36309,-40.55905,1315.255021,1156.088464
EPI3260237,-38.07678093,-41.54044563,-34.2266,-27.25987,-40.47707,-42.15532,1303.23875,1132.387148
EPI2873471,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI2870250,-38.07678093,-41.54044563,-33.78681,-23.43761,-42.17507,-40.52079,1286.492963,973.6087639
EPI3162317,-38.07678093,-41.54044563,-33.97899,-26.92638,-34.63002,-38.49032,1293.810558,1118.533824
EPI3260196,-38.07678093,-41.54044563,-34.12218,-23.67828,-42.17092,-40.49318,1299.262773,983.606303
EPI3171488,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI3260667,-38.07678093,-41.54044563,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1299.262813,983.6062685
EPI2182095,-38.07821651,-41.53129028,-34.01439,-27.00337,-40.37295,-42.05212,1295.207307,1121.484798
EPI2506268,-38.07824663,-41.60380345,-34.3864,-23.84295,-38.87753,-35.15461,1309.37382,991.9574055
EPI1854331,-38.07884258,-41.41001399,-28.38919,-10.3319,-28.9437,-29.1312,1081.027497,427.8441235
EPI1980621,-38.0788661,-41.42250666,-34.26021,-23.92514,-42.60635,-40.93095,1304.589949,991.039271
EPI2473508,-38.07982311,-41.4185935,-34.34274,-27.3758,-34.77405,-37.17652,1307.765464,1133.867132
EPI2856582,-38.08191317,-41.59853421,-34.12218,-23.67828,-42.17092,-40.49318,1299.437896,984.9817406
EPI2277937,-38.08349744,-41.58388599,-34.2699,-23.90582,-35.88061,-36.65724,1305.117649,994.0968934
EPI2791005,-38.08494329,-41.75509543,-37.13293,-23.65434,-32.80314,-32.26501,1414.205533,987.689224
EPI2584339,-38.08518872,-41.4237169,-34.35503,-27.21161,-34.77422,-37.17672,1308.417801,1127.206029
EPI2639282,-38.08518872,-41.4237169,-34.37328,-24.00028,-37.19459,-34.79854,1309.112856,994.1808042
EPI2181752,-38.08675829,-41.40929302,-32.54441,-24.53885,-40.47862,-42.15609,1239.511077,1016.13643
EPI1854323,-38.08823495,-41.53097587,-28.31133,-10.22161,-29.08108,-29.2421,1078.328589,424.5134383
EPI2782360,-38.08823495,-41.53097587,-28.329,-10.24361,-29.03713,-29.21463,1079.001608,425.4271197
EPI2277993,-38.08873602,-41.76262848,-34.26021,-23.92514,-42.60635,-40.93095,1304.928095,999.1767332
EPI1858590,-38.08984192,-41.4336011,-28.22829,-10.20871,-28.94384,-29.13134,1075.211104,422.9836179
EPI1843402,-38.0901757,-41.46495359,-36.46231,-22.68676,-32.90022,-32.32057,1388.855794,940.7054505
EPI2129832,-38.09259644,-41.65256088,-34.224,-27.23549,-36.38423,-37.34983,1303.681021,1134.427905
EPI1981004,-38.09321733,-41.63189723,-34.15311,-27.1292,-40.90151,-42.54776,1301.001842,1129.440066
EPI1998138,-38.09321733,-41.63189723,-34.27283,-27.29734,-40.90425,-42.55028,1305.562362,1136.440054
EPI2150624,-38.09321733,-41.63189723,-34.27283,-27.29734,-40.90425,-42.55028,1305.562362,1136.440054
EPI1981020,-38.09321733,-41.63189723,-34.27283,-27.29734,-40.90425,-42.55028,1305.562362,1136.440054
EPI1987218,-38.09321733,-41.63189723,-34.27283,-27.29734,-40.90425,-42.55028,1305.562362,1136.440054
EPI2782179,-38.09321733,-41.63189723,-34.27283,-27.29734,-40.90425,-42.55028,1305.562362,1136.440054
EPI2072048,-38.09321733,-41.63189723,-34.25906,-23.92369,-42.60528,-40.93006,1305.037818,995.9886034
EPI2868174,-38.09405471,-41.5490578,-34.12905,-23.69364,-42.16872,-40.49788,1300.113898,984.4484179
EPI1945585,-38.09607976,-41.7927835,-34.35031,-27.39765,-34.77456,-37.17682,1308.61215,1145.024055
EPI3073427,-38.09645263,-41.68190185,-34.570478,-27.454602,-12.985382,-4.617272,1317.012578,1144.360026
EPI1811601,-38.09725717,-41.47274881,-28.24819,-10.21812,-28.93018,-29.13135,1076.178559,423.7735241
EPI2236479,-38.09815542,-41.54280092,-34.02756,-27.29284,-40.46851,-42.16343,1296.387269,1133.821019
EPI2235552,-38.09815542,-41.54280092,-34.10372,-27.07167,-40.49121,-42.1681,1299.288825,1124.632997
EPI2856601,-38.09815542,-41.54280092,-34.10818,-27.1061,-40.48522,-42.16201,1299.458743,1126.063316
EPI2236744,-38.09815542,-41.54280092,-34.11717,-27.06513,-40.44862,-42.09229,1299.801245,1124.361307
EPI2236670,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2236495,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2274958,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2130819,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2260630,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2856923,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2473776,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2473648,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2473428,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2235584,-38.09815542,-41.54280092,-34.08921,-26.97027,-40.48403,-42.16075,1298.736021,1120.420557
EPI2512515,-38.09815542,-41.54280092,-35.0117,-28.25966,-39.66057,-41.35797,1333.881188,1173.985429
EPI2429219,-38.09815542,-41.54280092,-34.12558,-23.71896,-42.12422,-40.49135,1300.121651,985.3520333
EPI2263931,-38.09815542,-41.54280092,-33.95552,-23.53808,-42.02823,-40.36833,1293.642678,977.8377715
EPI2614534,-38.09815542,-41.54280092,-34.14225,-23.66961,-42.1588,-40.4913,1300.756747,983.3018961
EPI2613606,-38.09815542,-41.54280092,-34.14225,-23.66961,-42.1588,-40.4913,1300.756747,983.3018961
EPI2855933,-38.09815542,-41.54280092,-33.98074,-23.58521,-41.92369,-40.30658,1294.603514,979.7956837
EPI2311559,-38.09815542,-41.54280092,-34.14844,-23.69905,-14.6763,-23.54929,1300.992574,984.5249161
EPI2179564,-38.09815542,-41.54280092,-34.13853,-23.66172,-42.15913,-40.49168,1300.615022,982.9741234
EPI3236498,-38.09815542,-41.54280092,-33.9832,-23.63562,-42.03417,-40.36842,1294.697235,981.8898563
EPI2050373,-38.09815542,-41.54280092,-34.14257,-23.64817,-42.16026,-40.49263,1300.768938,982.4112184
EPI2894959,-38.09815542,-41.54280092,-34.13941,-23.66299,-42.15933,-40.49183,1300.648548,983.0268827
EPI2246942,-38.09815542,-41.54280092,-33.82938,-23.40788,-42.06869,-40.40307,1288.836977,972.4288988
EPI2473620,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2613542,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2246584,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2856583,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2246897,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2428491,-38.09815542,-41.54280092,-30.4032,-27.85935,-40.28445,-41.78401,1158.305839,1157.355431
EPI2429303,-38.09815542,-41.54280092,-32.83944,-24.67307,-42.11863,-40.48505,1251.122089,1024.988435
EPI2311471,-38.09815542,-41.54280092,-33.9144,-23.40016,-42.13069,-40.48086,1292.076082,972.1081884
EPI2428936,-38.09815542,-41.54280092,-34.44966,-26.71132,-42.25349,-40.5532,1312.468501,1109.663049
EPI2603676,-38.09815542,-41.54280092,-34.29128,-23.8135,-38.76294,-34.94133,1306.434515,989.2794897
EPI2856413,-38.09815542,-41.54280092,-29.35897,-19.3872,-42.18074,-40.56385,1118.522602,805.39859
EPI2182079,-38.09815542,-41.54280092,-31.28801,-23.80381,-42.20167,-40.50813,1192.015468,988.87694
EPI2816120,-38.09873041,-41.52476078,-34.20525,-26.14676,-40.91125,-42.5717,1303.176598,1085.737954
EPI1958565,-38.09873041,-41.52476078,-34.12195,-27.16276,-40.48346,-42.16052,1300.002974,1127.927111
EPI1987258,-38.10197192,-41.47816518,-34.39436,-27.32432,-40.90469,-42.55067,1310.492939,1133.362658
EPI1990440,-38.10513577,-41.66745345,-34.46482,-24.08165,-42.63869,-40.95768,1313.286645,1003.42103
EPI2550307,-38.10662166,-41.7707083,-34.3884,-23.84478,-38.90913,-35.12966,1310.425748,996.0133499
EPI1494302,-38.10957621,-41.99429489,-27.57662,-18.63973,-40.46098,-38.64939,1050.933302,782.7623183
EPI1185024,-38.11072916,-41.64121072,-28.336961,-8.580663,-28.934355,-29.127292,1079.942246,357.3091961
EPI1903054,-38.11394644,-38.31600889,-21.00524,-26.08466,-45.44647,-45.81239,800.5925923,999.4600645
EPI2061051,-38.11936917,-41.89427499,-34.2343,-23.81361,-42.49995,-40.82174,1304.98992,997.6539258
EPI1123343,-38.12079816,-41.78088818,-28.224989,-8.549718,-26.938465,-32.616593,1075.959109,357.2148117
EPI2300485,-38.12454069,-41.56155701,-34.36019,-23.78912,-42.60531,-40.92929,1309.966462,988.7128671
EPI1377644,-38.12474871,-40.44360698,-20.83439,-28.68438,-32.79238,-32.94147,794.3058833,1160.099791
EPI1330401,-38.12898088,-40.67748738,-31.23012,-22.08224,-37.20611,-31.8926,1190.772648,898.2500389
EPI1184965,-38.13037299,-41.58584153,-28.23593,-8.60959,-28.93646,-29.14168,1076.646543,358.0370454
EPI3158618,-38.1307069,-41.47154056,-34.57634,-24.09466,-12.77977,-11.32853,1318.420286,999.2426695
EPI1859333,-38.13292835,-41.26744076,-28.22829,-10.20871,-28.94384,-29.13134,1076.42736,421.2873352
EPI1838812,-38.13474193,-41.44602194,-36.47397,-22.69803,-32.89672,-32.31791,1390.925433,940.7430494
EPI1850606,-38.13474193,-41.44602194,-25.08308,-19.26559,-32.26764,-35.05618,956.5367826,798.4820658
EPI2560047,-38.14219221,-41.7753118,-33.98711,-23.47812,-42.55509,-40.87975,1296.342882,980.8057835
EPI1369973,-38.14278836,-41.48741406,-20.62713,-25.76142,-45.30775,-45.66511,786.7762541,1068.774698
EPI1159809,-38.14278836,-41.48741406,-28.223594,-8.624152,-28.916611,-29.106049,1076.526573,357.7937649
EPI1585019,-38.14278836,-41.48741406,-28.254431,-8.618555,-28.921317,-29.107626,1077.702782,357.5615599
EPI1081925,-38.14278836,-41.48741406,-28.16646,-8.466996,-28.927485,-29.127117,1074.347323,351.2737689
EPI1144101,-38.14278836,-41.48741406,-28.37926,-8.796384,-29.099738,-29.268639,1082.464108,364.9392252
EPI1737155,-38.14278836,-41.48741406,-28.236919,-8.604479,-28.936134,-29.141938,1077.034825,356.977583
EPI1585011,-38.14278836,-41.48741406,-28.236675,-8.610016,-28.936173,-29.141493,1077.025519,357.2072989
EPI1021094,-38.14278836,-41.48741406,-28.23593,-8.60959,-28.93646,-29.14168,1076.997102,357.1896252
EPI1815191,-38.14278836,-41.48741406,-28.245355,-8.615809,-28.945843,-29.152048,1077.356598,357.4476354
EPI1007667,-38.14278836,-41.48741406,-28.242061,-8.575029,-28.935762,-29.141032,1077.230956,355.7557787
EPI1721802,-38.14278836,-41.48741406,-27.469846,-7.957187,-28.736985,-28.906855,1047.776522,330.1231118
CY098702,-38.14542616,-40.31785331,-20.32597,-28.5281,-32.90981,-33.11204,775.3427878,1150.191751
EPI1639847,-38.14618749,-38.09756471,-32.04322,-22.65046,-37.38917,-32.10185,1222.326678,862.9273656
EPI2506394,-38.14771081,-41.51225249,-34.39867,-23.8639,-38.89826,-35.08608,1312.230515,990.6442422
EPI2506204,-38.14797081,-41.4240016,-34.39569,-23.85372,-38.86592,-35.0961,1312.125778,988.1165354
EPI2613590,-38.14961401,-41.50905823,-34.14152,-23.66674,-42.15887,-40.49137,1302.48581,982.3840888
EPI3222974,-38.15143161,-41.55276577,-34.26082,-23.80589,-42.25975,-40.57958,1307.099331,989.2005711
EPI2776559,-38.15217599,-40.86700209,-31.53042,-22.41485,-37.15579,-31.87935,1202.954133,916.0277218
EPI2437035,-38.15298432,-41.42030105,-34.26299,-27.19116,-41.01684,-42.64499,1307.23532,1126.266033
EPI1807331,-38.15900884,-41.44406047,-27.565872,-8.093334,-28.812663,-29.003434,1051.886353,335.4206237
EPI2506346,-38.16635948,-41.6496108,-34.25883,-23.70667,-38.93062,-35.21885,1307.534821,987.3735789
EPI160945,-38.1689277,-40.94596453,-31.53557,-22.42619,-37.20393,-32.04295,1203.678891,918.2619803
EPI2235576,-38.17048256,-41.41735833,-34.30868,-27.24898,-40.5086,-42.19683,1309.578872,1128.580769
EPI3116239,-38.17692829,-40.65628619,-31.69287,-22.57396,-37.26761,-31.96673,1209.936425,917.7733782
EPI2608595,-38.17990849,-41.62838719,-34.28007,-27.29317,-40.90282,-42.54924,1308.809936,1136.170648
EPI1921261,-38.180543,-41.81930794,-25.0276,-23.52555,-34.47489,-33.38018,955.567358,983.8222199
CY014311,-38.18064974,-43.09575395,-19.93748,-28.38448,-32.96946,-33.13888,761.2259406,1223.250566
EPI2218234,-38.18215996,-41.4899106,-34.26021,-23.92514,-42.60635,-40.93095,1308.128818,992.6519197
EPI2660630,-38.18478324,-41.85533232,-34.24796,-23.74912,-37.30334,-36.4328,1307.750929,994.0273099
EPI2197232,-38.18505931,-41.74915361,-34.08921,-26.97027,-40.48403,-42.16075,1301.698506,1125.985945
EPI167454,-38.18574917,-40.47883641,-36.01838,-29.98314,-39.05768,-39.21128,1375.388824,1213.682619
EPI2608564,-38.18824688,-41.80269492,-34.40784,-27.4271,-34.77816,-37.18042,1313.975089,1146.526694
EPI1944183,-38.18824688,-41.80269492,-28.23355,-10.1662,-28.94252,-29.12812,1078.189778,424.9745571
EPI1226468,-38.18893988,-41.47970544,-28.21643,-8.64145,-28.9355,-29.14082,1077.555549,358.4448006
AY646424,-38.19240589,-40.1471288,-20.17406,-28.55875,-32.19258,-33.13294,770.495888,1146.551815
EPI1701629,-38.19411197,-41.66961166,-26.616231,-7.087615,-28.730611,-28.940703,1016.583307,295.3381646
EPI2870314,-38.19751001,-41.49652227,-34.12218,-23.67828,-42.17092,-40.49318,1303.382312,982.5662733
EPI1095775,-38.19947522,-40.93736863,-32.34408,-23.14734,-37.3146,-31.98831,1235.526882,947.5911904
EPI283980,-38.20122103,-40.62950427,-31.56039,-22.39098,-37.37628,-32.17952,1205.645434,909.7344175
EPI3261483,-38.20227318,-41.53770968,-34.11431,-23.68078,-42.16746,-40.48997,1303.24419,983.6453646
EPI1583598,-38.20442133,-41.40918566,-31.189,-21.97195,-23.97852,-17.67657,1191.557697,909.8405569
EPI2263394,-38.20674716,-41.47355114,-30.4032,-27.85935,-40.28445,-41.78401,1161.607375,1155.426177
EPI1918893,-38.20807221,-41.51281918,-24.49858,-29.31155,-28.2986,-29.33691,936.0435137,1216.805075
EPI1846961,-38.20807221,-41.51281918,-24.44977,-29.3205,-28.29441,-29.33384,934.1785777,1217.176615
EPI1858930,-38.20807221,-41.51281918,-24.60416,-29.45204,-28.30045,-29.33877,940.0775219,1222.637211
EPI1918903,-38.20807221,-41.51281918,-24.62858,-29.46238,-28.32573,-29.35257,941.0105631,1223.066454
EPI1918889,-38.20807221,-41.51281918,-24.94815,-29.75046,-28.44068,-29.4935,953.2207167,1235.025467
EPI2014921,-38.20807221,-41.51281918,-35.81478,-29.8573,-39.05107,-39.19042,1368.4137,1239.460696
EPI2456214,-38.20807221,-41.51281918,-32.74587,-23.90611,-36.17339,-44.50446,1251.156566,992.4100217
EPI3110584,-38.20807221,-41.51281918,-34.34304,-27.34249,-34.78899,-37.1783,1312.181352,1135.063843
EPI2437468,-38.20807221,-41.51281918,-34.22187,-27.25368,-36.42865,-37.34209,1307.55168,1131.37709
EPI3052932,-38.20807221,-41.51281918,-34.23737,-27.07721,-42.66331,-40.94859,1308.143905,1124.051323
EPI2778891,-38.20807221,-41.51281918,-34.63346,-27.93375,-42.28593,-40.64855,1323.277741,1159.608713
EPI1947428,-38.20807221,-41.51281918,-33.6998,-26.87421,-42.45562,-40.78465,1287.604392,1115.62422
EPI1981012,-38.20807221,-41.51281918,-34.26758,-27.2623,-40.90382,-42.55004,1309.298171,1131.73493
EPI2585317,-38.20807221,-41.51281918,-34.25731,-27.21633,-40.90907,-42.55572,1308.905774,1129.826586
EPI2129816,-38.20807221,-41.51281918,-34.27322,-27.26405,-40.90317,-42.54948,1309.513665,1131.807578
EPI2509899,-38.20807221,-41.51281918,-34.2661,-27.28915,-40.9044,-42.55839,1309.241623,1132.84955
EPI2455328,-38.20807221,-41.51281918,-34.30486,-27.31662,-40.91444,-42.57376,1310.722568,1133.989907
EPI2469498,-38.20807221,-41.51281918,-34.07112,-27.0566,-40.6022,-42.23509,1301.791813,1123.195743
EPI2649361,-38.20807221,-41.51281918,-34.07112,-27.0566,-40.6022,-42.23509,1301.791813,1123.195743
EPI2018075,-38.20807221,-41.51281918,-34.12895,-27.15271,-40.8,-42.44421,1304.001386,1127.18554
EPI1987234,-38.20807221,-41.51281918,-34.30233,-27.25551,-40.9093,-42.55616,1310.625902,1131.453058
EPI1958457,-38.20807221,-41.51281918,-34.27283,-27.29734,-40.90425,-42.55028,1309.498763,1133.18954
EPI2550036,-38.20807221,-41.51281918,-34.27283,-27.29734,-40.90425,-42.55028,1309.498763,1133.18954
EPI2608619,-38.20807221,-41.51281918,-34.27283,-27.29734,-40.90425,-42.55028,1309.498763,1133.18954
EPI2751380,-38.20807221,-41.51281918,-34.36341,-23.97733,-37.19505,-34.76729,1312.959651,995.3665647
EPI2018060,-38.20807221,-41.51281918,-34.26426,-27.27481,-43.89867,-41.48294,1309.17132,1132.254256
EPI2751348,-38.20807221,-41.51281918,-34.21706,-23.90914,-37.19464,-34.7986,1307.367899,992.5358056
EPI2398419,-38.20807221,-41.51281918,-34.281,-23.79404,-37.3144,-36.45697,1309.810923,987.7576801
EPI2509875,-38.20807221,-41.51281918,-34.29099,-23.81375,-37.37367,-36.46712,1310.192622,988.5758977
EPI2782600,-38.20807221,-41.51281918,-34.2388,-23.8986,-42.60609,-40.93035,1308.198543,992.0982605
EPI1930011,-38.20807221,-41.51281918,-34.11341,-23.77644,-42.15059,-40.46522,1303.407633,987.0270545
EPI2635205,-38.20807221,-41.51281918,-34.19555,-23.85128,-21.09133,-23.63532,1306.546044,990.1338739
EPI1882784,-38.20807221,-41.51281918,-34.07364,-23.72211,-42.17619,-40.49904,1301.888098,984.771663
EPI2325483,-38.20807221,-41.51281918,-34.12491,-23.70598,-42.48229,-40.8087,1303.847025,984.1020612
EPI2930921,-38.20807221,-41.51281918,-34.11642,-23.67271,-42.23173,-40.60053,1303.522639,982.7209297
EPI1943857,-38.20807221,-41.51281918,-34.13548,-23.75025,-42.15845,-40.49107,1304.250885,985.9398337
EPI2061043,-38.20807221,-41.51281918,-34.23126,-23.80498,-42.60462,-40.92934,1307.910454,988.2118303
EPI2071312,-38.20807221,-41.51281918,-34.23819,-23.85767,-42.15857,-40.49109,1308.175236,990.3991408
EPI1944381,-38.20807221,-41.51281918,-34.48865,-23.95083,-42.61316,-40.93686,1317.74483,994.266475
EPI2800242,-38.20807221,-41.51281918,-34.40544,-24.05228,-42.75934,-41.08017,1314.565536,998.4779505
EPI2760366,-38.20807221,-41.51281918,-34.27164,-23.90296,-42.60831,-40.93359,1309.453296,992.2792563
EPI1956834,-38.20807221,-41.51281918,-34.26194,-23.93269,-42.60737,-40.93227,1309.082678,993.5134325
EPI2352522,-38.20807221,-41.51281918,-34.2585,-23.85862,-42.60636,-40.93097,1308.951242,990.4385779
EPI2141682,-38.20807221,-41.51281918,-34.26146,-23.83748,-42.60943,-40.93193,1309.064338,989.5609969
EPI3091478,-38.20807221,-41.51281918,-34.25958,-23.84705,-42.61225,-40.93792,1308.992507,989.9582746
EPI1998330,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2278129,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2208919,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2766638,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2208346,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2509883,-38.20807221,-41.51281918,-34.22125,-23.71277,-42.49443,-40.82291,1307.527991,984.3839333
EPI1998410,-38.20807221,-41.51281918,-34.48788,-23.96023,-42.71697,-41.03918,1317.715409,994.6566955
EPI2296773,-38.20807221,-41.51281918,-34.281,-23.92235,-42.60704,-40.93193,1309.810923,993.0841899
EPI2352966,-38.20807221,-41.51281918,-34.50569,-24.14723,-42.80763,-41.06875,1318.395895,1002.419593
EPI2277905,-38.20807221,-41.51281918,-34.15781,-23.61691,-42.54801,-40.88565,1305.104071,980.4045144
EPI2073615,-38.20807221,-41.51281918,-33.74686,-23.53501,-42.35969,-40.69532,1289.402464,977.0046145
EPI2842819,-38.20807221,-41.51281918,-34.47593,-23.96479,-41.63054,-39.61203,1317.258823,994.845994
EPI2536742,-38.20807221,-41.51281918,-33.24369,-20.7596,-42.40685,-46.28617,1270.177308,861.789521
EPI2291518,-38.20807221,-41.51281918,-34.27011,-23.76375,-37.07799,-36.05358,1309.394838,986.5002568
EPI2220597,-38.20807221,-41.51281918,-34.26537,-23.76622,-37.00248,-36.20634,1309.213731,986.6027935
EPI3062883,-38.20807221,-41.51281918,-34.57634,-24.09466,-12.77977,-11.32853,1321.095295,1000.237264
EPI3053219,-38.20807221,-41.51281918,-34.423,-23.986772,-13.931838,-6.159507,1315.23647,995.7585287
EPI3183432,-38.20807221,-41.51281918,-34.60363,-24.10359,-14.30079,-16.12163,1322.137994,1000.607973
EPI1843650,-38.20807221,-41.51281918,-28.25464,-10.18873,-28.94459,-29.13209,1079.555325,422.9629062
EPI1858468,-38.20807221,-41.51281918,-28.23411,-10.20663,-28.92986,-29.1311,1078.770914,423.7059856
EPI1944187,-38.20807221,-41.51281918,-28.2419,-10.2025,-28.91424,-29.10163,1079.068555,423.5345377
EPI1814660,-38.20807221,-41.51281918,-28.2419,-10.2025,-28.91424,-29.10163,1079.068555,423.5345377
EPI1956648,-38.20807221,-41.51281918,-28.37295,-10.31435,-29.0234,-29.21152,1084.075722,428.1777465
EPI2001588,-38.20807221,-41.51281918,-28.22829,-10.20871,-28.94384,-29.13134,1078.548543,423.7923323
EPI2782336,-38.20807221,-41.51281918,-28.22829,-10.20871,-28.94384,-29.13134,1078.548543,423.7923323
EPI1943861,-38.20807221,-41.51281918,-28.22829,-10.20871,-28.94384,-29.13134,1078.548543,423.7923323
EPI1848798,-38.20807221,-41.51281918,-28.2337,-10.21514,-28.9439,-29.13139,1078.755248,424.0592597
EPI1868456,-38.20807221,-41.51281918,-28.26032,-10.20929,-28.93511,-29.13909,1079.772347,423.8164097
EPI1944162,-38.20807221,-41.51281918,-28.38919,-10.3319,-28.9437,-29.1312,1084.696222,428.9062965
EPI1917366,-38.20807221,-41.51281918,-28.38919,-10.3319,-28.9437,-29.1312,1084.696222,428.9062965
EPI1858500,-38.20807221,-41.51281918,-28.24998,-10.19534,-28.70395,-29.64192,1079.377276,423.2373059
EPI1954384,-38.20807221,-41.51281918,-27.995075,-9.966791,-28.604848,-28.206434,1069.637847,413.7495926
EPI2122972,-38.20807221,-41.51281918,-34.42362,-24.08731,-42.75395,-41.07445,1315.260159,999.9321446
EPI2198188,-38.20807221,-41.51281918,-34.3552,-23.97314,-22.46844,-23.8365,1312.645962,995.192626
EPI2134056,-38.20807221,-41.51281918,-34.35164,-23.98231,-42.59589,-40.90396,1312.509942,995.5732985
EPI1998178,-38.20807221,-41.51281918,-34.26145,-23.8209,-42.60781,-40.93433,1309.063956,988.8727144
EPI2141638,-38.20807221,-41.51281918,-34.26021,-23.92514,-42.60635,-40.93095,1309.016578,993.2000107
EPI2193403,-38.20807221,-41.51281918,-34.255,-23.92151,-42.60635,-40.93085,1308.817514,993.0493191
EPI1098990,-38.21095161,-40.85745868,-31.14481,-22.09144,-37.16665,-31.90109,1190.072828,902.600097
EPI1737147,-38.21116354,-41.51528879,-28.236919,-8.604479,-28.936134,-29.141938,1078.96553,357.2174306
EPI1859637,-38.21182565,-41.45185829,-28.23157,-10.1804,-28.94397,-29.13142,1078.779831,421.9964981
